unique_id,record_id,fiscal_year,agency,sub_agency,program,sub_program,sub_program_2,sub_program_3,budget_source,budget_stage,granularity,amount_millions,funding_type,program_status,is_non_add,notes,source_id,source_page,date_entered,entered_by,verified,crosswalk_note,,
CDC-000430,431,2024,HHS,CDC,Occupational Safety and Health,Other Occupational Safety and Health Research,Total Worker Health,,Joint Explanatory Statement,Enacted,sub_program_2_level,11.8,Discretionary,Active,Non-add,,S022,33,2026-03-24,YG,No,,,
CDC-000431,432,2024,HHS,CDC,EEOICPA,,,,Joint Explanatory Statement,Enacted,program_level,50.763,Mandatory,Active,No,,S022,19,2026-03-24,YG,No,,,
CDC-000432,433,2024,HHS,CDC,EEOICPA,,,,Joint Explanatory Statement,Enacted,program_level,50.763,Total,Active,No,,S022,19,2026-03-24,YG,No,,,
CDC-000433,434,2024,HHS,CDC,Global Health,,,,Joint Explanatory Statement,Enacted,program_level,692.843,Discretionary,Active,No,,S022,34,2026-03-24,YG,No,,,
CDC-000434,435,2024,HHS,CDC,Global Health,,,,Joint Explanatory Statement,Enacted,program_level,692.843,Total,Active,No,,S022,34,2026-03-24,YG,No,,,
CDC-000435,436,2024,HHS,CDC,Global Health,Global HIV/AIDS Program,,,Joint Explanatory Statement,Enacted,sub_program_level,128.921,Discretionary,Active,No,,S022,34,2026-03-24,YG,No,,,
CDC-000436,437,2024,HHS,CDC,Global Health,Global Public Health Protection,,,Joint Explanatory Statement,Enacted,sub_program_level,293.2,Discretionary,Active,No,,S022,34,2026-03-24,YG,No,,,
CDC-000437,438,2024,HHS,CDC,Global Health,Global Tuberculosis,,,Joint Explanatory Statement,Enacted,sub_program_level,11.722,Discretionary,Active,No,,S022,34,2026-03-24,YG,No,,,
CDC-000438,439,2024,HHS,CDC,Global Health,Measles and Other Vaccine Preventable Diseases,,,Joint Explanatory Statement,Enacted,sub_program_level,50,Discretionary,Active,No,,S022,34,2026-03-24,YG,No,,,
CDC-000439,440,2024,HHS,CDC,Global Health,Parasitic Diseases and Malaria,,,Joint Explanatory Statement,Enacted,sub_program_level,29,Discretionary,Active,No,,S022,34,2026-03-24,YG,No,,,
CDC-000440,441,2024,HHS,CDC,Global Health,Polio Eradication,,,Joint Explanatory Statement,Enacted,sub_program_level,180,Discretionary,Active,No,,S022,34,2026-03-24,YG,No,,,
CDC-000441,442,2024,HHS,CDC,Public Health Preparedness and Response,,,,Joint Explanatory Statement,Enacted,program_level,938.2,Discretionary,Active,No,,S022,35,2026-03-24,YG,No,,,
CDC-000442,443,2024,HHS,CDC,Public Health Preparedness and Response,,,,Joint Explanatory Statement,Enacted,program_level,938.2,Total,Active,No,,S022,35,2026-03-24,YG,No,,,
CDC-000443,444,2024,HHS,CDC,Public Health Preparedness and Response,Academic Centers for Public Health Preparedness,,,Joint Explanatory Statement,Enacted,sub_program_level,9.2,Discretionary,Active,No,,S022,35,2026-03-24,YG,No,,,
CDC-000444,445,2024,HHS,CDC,Public Health Preparedness and Response,CDC Preparedness and Response,,,Joint Explanatory Statement,Enacted,sub_program_level,139,Discretionary,Active,No,,S022,35,2026-03-24,YG,No,,,
CDC-000445,446,2024,HHS,CDC,Public Health Preparedness and Response,Public Health Emergency Preparedness Cooperative Agreement,,,Joint Explanatory Statement,Enacted,sub_program_level,735,Discretionary,Active,No,,S022,35,2026-03-24,YG,No,,,
CDC-000446,447,2024,HHS,CDC,Public Health Preparedness and Response,Ready Response Enterprise Data Integration Platform/Forecasting and Outbreak Analytics,,,Joint Explanatory Statement,Enacted,sub_program_level,55,Discretionary,Active,No,,S022,35,2026-03-24,YG,No,,,
CDC-000447,448,2024,HHS,CDC,Buildings and Facilities,,,,Joint Explanatory Statement,Enacted,program_level,40,Discretionary,Active,No,,S022,36,2026-03-24,YG,No,,,
CDC-000448,449,2024,HHS,CDC,Buildings and Facilities,,,,Joint Explanatory Statement,Enacted,program_level,40,Total,Active,No,,S022,36,2026-03-24,YG,No,,,
CDC-000449,450,2024,HHS,CDC,Buildings and Facilities,Buildings and Facilities,,,Joint Explanatory Statement,Enacted,sub_program_level,40,Discretionary,Active,No,,S022,36,2026-03-24,YG,No,,,
CDC-000450,451,2024,HHS,CDC,CDC-Wide Activities and Program Support,,,,Joint Explanatory Statement,Enacted,program_level,418.027,Discretionary,Active,No,,S022,36,2026-03-24,YG,No,,,
CDC-000451,452,2024,HHS,CDC,CDC-Wide Activities and Program Support,,,,Joint Explanatory Statement,Enacted,program_level,245.543,PPHF,Active,No,,S022,36,2026-03-24,YG,No,,,
CDC-000452,453,2024,HHS,CDC,CDC-Wide Activities and Program Support,,,,Joint Explanatory Statement,Enacted,program_level,663.57,Total,Active,No,,S022,36,2026-03-24,YG,No,,,
CDC-000453,454,2024,HHS,CDC,CDC-Wide Activities and Program Support,Infectious Diseases Rapid Response Reserve Fund,,,Joint Explanatory Statement,Enacted,sub_program_level,25,Discretionary,Active,No,,S022,36,2026-03-24,YG,No,,,
CDC-000454,455,2024,HHS,CDC,CDC-Wide Activities and Program Support,Preventive Health and Health Services Block Grant Transfer from the Prevention and Public Health Fund,,,Joint Explanatory Statement,Enacted,sub_program_level,160,PPHF,Active,No,,S022,36,2026-03-24,YG,No,,,
CDC-000455,456,2024,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Infrastructure and Capacity,,,Joint Explanatory Statement,Enacted,sub_program_level,350,Total,Active,No,,S022,36,2026-03-24,YG,No,,,
CDC-000456,457,2024,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Leadership and Support & Office of the Director,,,Joint Explanatory Statement,Enacted,sub_program_level,128.57,Discretionary,Active,No,,S022,36,2026-03-24,YG,No,,,
CDC-000457,458,2024,HHS,CDC,CDC-Wide Activities and Program Support,Public Health Leadership and Support & Office of the Director,Office of Rural Health,,Joint Explanatory Statement,Enacted,sub_program_2_level,5,Discretionary,Active,Non-add,,S022,36,2026-03-24,YG,No,,,
CDC-000458,459,2024,HHS,CDC,CDC,,,,Joint Explanatory Statement,Enacted,aggregate,7937.588,Discretionary,Active,No,"Sum of FY2024 JES program-level Discretionary appropriations entered in tracker: $7,937.588M. Sourced from program tables throughout JES document. Note: JES p.19 cites total BA of $7,937.588M which includes EEOICPA mandatory ($50.763M); the Discretionary figure here represents the sum of all Discretionary program rows only.",S022,19,2026-03-24,YG,No,,,
CDC-000459,460,2024,HHS,CDC,CDC,,,,Joint Explanatory Statement,Enacted,aggregate,1186.2,PPHF,Active,No,"Sum of FY2024 JES program-level PPHF rows: $1,186.200M. Sourced from program tables throughout JES document. Matches JES p.19 cited PPHF total of $1,186,200,000.",S022,19,2026-03-24,YG,No,,,
CDC-000460,461,2024,HHS,CDC,CDC,,,,Joint Explanatory Statement,Enacted,aggregate,42.944,PHS Evaluation,Active,No,Sum of FY2024 JES program-level PHS Evaluation rows: $42.944M. Sourced from Public Health Scientific Services section 241 PHS Act evaluation funds.,S022,28,2026-03-25,YG,No,,,
CDC-000461,462,2024,HHS,CDC,CDC,,,,Joint Explanatory Statement,Enacted,aggregate,50.763,Mandatory,Active,No,Sum of FY2024 JES program-level Mandatory rows: $50.763M (EEOICPA only). Sourced from EEOICPA section of JES document.,S022,19,2026-03-24,YG,No,,,
CDC-000462,463,2024,HHS,CDC,CDC,,,,Joint Explanatory Statement,Enacted,aggregate,9217.495,Total,Active,No,"Sum of all FY2024 JES program-level Total rows entered in tracker: $9,217.495M. NOTE: The JES document cites a total of $9,222.090M ($7,937.588M BA + $1,186.200M PPHF). The $4.595M difference reflects programs documented in the JES but not captured in the available PDF excerpt used for data entry. The document-cited total is authoritative; the tracker total reflects only programs for which sub-program detail was available.",S022,19,2026-03-24,YG,No,,,
CDC-000463,464,2024,HHS,CDC,Immunization and Respiratory Diseases,,,,Operational Plan,Enacted,program_level,237.358,Discretionary,Active,No,FY2024 final BA per Operating Plan. Significant shift from CJ request: PPHF absorbed most immunization program funding.,S006,1,2026-03-08,YG,No,,,
CDC-000464,465,2024,HHS,CDC,Immunization and Respiratory Diseases,,,,Operational Plan,Enacted,program_level,681.933,PPHF,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000465,466,2024,HHS,CDC,Immunization and Respiratory Diseases,,,,Operational Plan,Enacted,program_level,919.291,Total,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000466,467,2024,HHS,CDC,Immunization and Respiratory Diseases,Acute Flaccid Myelitis,,,Operational Plan,Enacted,sub_program_level,6,Discretionary,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000467,468,2024,HHS,CDC,Immunization and Respiratory Diseases,Immunization and Other Respiratory Diseases,,,Operational Plan,Enacted,sub_program_level,681.933,Total,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000468,469,2024,HHS,CDC,Immunization and Respiratory Diseases,Influenza Planning and Response,,,Operational Plan,Enacted,sub_program_level,231.358,Discretionary,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000469,470,2024,HHS,CDC,Immunization and Respiratory Diseases,Immunization and Other Respiratory Diseases,Immunization Program - BA,,Operational Plan,Enacted,sub_program_2_level,0,Discretionary,Active,Subcomponent,Immunization Program discretionary zeroed in FY2024 enacted; funded entirely via PPHF.,S006,1,2026-03-08,YG,No,,,
CDC-000470,471,2024,HHS,CDC,Immunization and Respiratory Diseases,Immunization and Other Respiratory Diseases,Immunization Program - PPHF,,Operational Plan,Enacted,sub_program_2_level,681.933,PPHF,Active,Subcomponent,,S006,1,2026-03-08,YG,No,,,
CDC-000471,472,2024,HHS,CDC,"HIV/AIDS, Viral Hepatitis, STI and TB Prevention",,,,Operational Plan,Enacted,program_level,1391.056,Discretionary,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000472,473,2024,HHS,CDC,"HIV/AIDS, Viral Hepatitis, STI and TB Prevention",,,,Operational Plan,Enacted,program_level,1391.056,Total,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000473,474,2024,HHS,CDC,"HIV/AIDS, Viral Hepatitis, STI and TB Prevention",Domestic HIV/AIDS Prevention and Research,,,Operational Plan,Enacted,sub_program_level,1013.712,Discretionary,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000474,475,2024,HHS,CDC,"HIV/AIDS, Viral Hepatitis, STI and TB Prevention",Infectious Diseases and the Opioid Epidemic,,,Operational Plan,Enacted,sub_program_level,23,Discretionary,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000475,476,2024,HHS,CDC,"HIV/AIDS, Viral Hepatitis, STI and TB Prevention",Sexually Transmitted Infections (STIs),,,Operational Plan,Enacted,sub_program_level,174.31,Discretionary,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000476,477,2024,HHS,CDC,"HIV/AIDS, Viral Hepatitis, STI and TB Prevention",Tuberculosis,,,Operational Plan,Enacted,sub_program_level,137.034,Discretionary,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000477,478,2024,HHS,CDC,"HIV/AIDS, Viral Hepatitis, STI and TB Prevention",Viral Hepatitis,,,Operational Plan,Enacted,sub_program_level,43,Discretionary,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000478,479,2024,HHS,CDC,"HIV/AIDS, Viral Hepatitis, STI and TB Prevention",Domestic HIV/AIDS Prevention and Research,Ending HIV/AIDS Initiative,,Operational Plan,Enacted,sub_program_2_level,220,Discretionary,Active,Non-add,,S006,1,2026-03-08,YG,No,,,
CDC-000479,480,2024,HHS,CDC,"HIV/AIDS, Viral Hepatitis, STI and TB Prevention",Domestic HIV/AIDS Prevention and Research,School Health - HIV,,Operational Plan,Enacted,sub_program_2_level,38.081,Discretionary,Active,Non-add,,S006,1,2026-03-08,YG,No,,,
CDC-000480,481,2024,HHS,CDC,Emerging and Zoonotic Infectious Diseases,,,,Operational Plan,Enacted,program_level,708.272,Discretionary,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000481,482,2024,HHS,CDC,Emerging and Zoonotic Infectious Diseases,,,,Operational Plan,Enacted,program_level,52,PPHF,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000482,483,2024,HHS,CDC,Emerging and Zoonotic Infectious Diseases,,,,Operational Plan,Enacted,program_level,760.272,Total,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000483,484,2024,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Advanced Molecular Detection (AMD),,,Operational Plan,Enacted,sub_program_level,40,Discretionary,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000484,485,2024,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Antibiotic Resistance Initiative,,,Operational Plan,Enacted,sub_program_level,197,Discretionary,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000485,486,2024,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Chronic Fatigue Syndrome,,,Operational Plan,Enacted,sub_program_level,5.4,Discretionary,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000486,487,2024,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Emerging Infectious Diseases,,,Operational Plan,Enacted,sub_program_level,213.997,Discretionary,Active,No,Includes $3M to integrate sepsis data per Senate Report 118-84.,S006,1,2026-03-08,YG,No,,,
CDC-000487,488,2024,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Epi and Lab Capacity Program (PPHF),,,Operational Plan,Enacted,sub_program_level,40,PPHF,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000488,489,2024,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Food Safety,,,Operational Plan,Enacted,sub_program_level,72,Discretionary,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000489,490,2024,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Harmful Algal Blooms,,,Operational Plan,Enacted,sub_program_level,3.5,Discretionary,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000490,491,2024,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Healthcare-Associated Infections (PPHF),,,Operational Plan,Enacted,sub_program_level,12,PPHF,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000491,492,2024,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Lyme Disease and Related Tick-Borne Illnesses,,,Operational Plan,Enacted,sub_program_level,27,Discretionary,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000492,493,2024,HHS,CDC,Emerging and Zoonotic Infectious Diseases,National Healthcare Safety Network,,,Operational Plan,Enacted,sub_program_level,24,Discretionary,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000493,494,2024,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Prion Disease,,,Operational Plan,Enacted,sub_program_level,8,Discretionary,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000494,495,2024,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Quarantine,,,Operational Plan,Enacted,sub_program_level,53.772,Discretionary,Active,No,Includes up to $1M for Federal Isolation and Quarantine activities.,S006,1,2026-03-08,YG,No,,,
CDC-000495,496,2024,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Vector-Borne Diseases,,,Operational Plan,Enacted,sub_program_level,63.603,Discretionary,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000496,497,2024,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Emerging Infectious Diseases,Integration of Sepsis Data,,Operational Plan,Enacted,sub_program_2_level,3,Discretionary,Active,Non-add,,S006,1,2026-03-08,YG,No,,,
CDC-000497,498,2024,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Emerging Infectious Diseases,Mycotic Diseases,,Operational Plan,Enacted,sub_program_2_level,8,Discretionary,Active,Non-add,,S006,1,2026-03-08,YG,No,,,
CDC-000498,499,2024,HHS,CDC,Emerging and Zoonotic Infectious Diseases,Quarantine,Federal Isolation and Quarantine,,Operational Plan,Enacted,sub_program_2_level,1,Discretionary,Active,Non-add,,S006,1,2026-03-08,YG,No,,,
CDC-000499,500,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,,,,Operational Plan,Enacted,program_level,1192.647,Discretionary,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000500,501,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,,,,Operational Plan,Enacted,program_level,241.267,PPHF,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000501,502,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,,,,Operational Plan,Enacted,program_level,1433.914,Total,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000502,503,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Arthritis,,,Operational Plan,Enacted,sub_program_level,11,Discretionary,Active,No,,S006,2,2026-03-08,YG,No,,,
CDC-000503,504,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Cancer Prevention and Control,,,Operational Plan,Enacted,sub_program_level,410.049,Discretionary,Active,No,,S006,2,2026-03-08,YG,No,,,
CDC-000504,505,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Diabetes,,,Operational Plan,Enacted,sub_program_level,89.717,Discretionary,Active,No,,S006,2,2026-03-08,YG,No,,,
CDC-000505,506,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Diabetes (PPHF),,,Operational Plan,Enacted,sub_program_level,66.412,PPHF,Active,No,,S006,2,2026-03-08,YG,No,,,
CDC-000506,507,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Epilepsy,,,Operational Plan,Enacted,sub_program_level,11.5,Discretionary,Active,No,,S006,2,2026-03-08,YG,No,,,
CDC-000507,508,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Health Promotion,,,Operational Plan,Enacted,sub_program_level,64.1,Discretionary,Active,No,,S006,2,2026-03-08,YG,No,,,
CDC-000508,509,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Heart Disease and Stroke,,,Operational Plan,Enacted,sub_program_level,125.85,Discretionary,Active,No,"Includes PPHF shift: Heart Disease and Stroke BA increased, PPHF decreased vs FY2023.",S006,2,2026-03-08,YG,No,,,
CDC-000509,510,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Heart Disease and Stroke (PPHF),,,Operational Plan,Enacted,sub_program_level,29.255,PPHF,Active,No,,S006,2,2026-03-08,YG,No,,,
CDC-000510,511,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Hospitals Promoting Breastfeeding (PPHF),,,Operational Plan,Enacted,sub_program_level,9.75,PPHF,Active,No,,S006,2,2026-03-08,YG,No,,,
CDC-000511,512,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Million Hearts (PPHF),,,Operational Plan,Enacted,sub_program_level,5,PPHF,Active,No,,S006,2,2026-03-08,YG,No,,,
CDC-000512,513,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,National Diabetes Prevention Program,,,Operational Plan,Enacted,sub_program_level,37.3,Discretionary,Active,No,,S006,2,2026-03-08,YG,No,,,
CDC-000513,514,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,National Early Child Care Collaboratives (PPHF),,,Operational Plan,Enacted,sub_program_level,5,PPHF,Active,No,,S006,2,2026-03-08,YG,No,,,
CDC-000514,515,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,National Lupus Patient Registry,,,Operational Plan,Enacted,sub_program_level,10,Discretionary,Active,No,,S006,2,2026-03-08,YG,No,,,
CDC-000515,516,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,"Nutrition, Physical Activity and Obesity",,,Operational Plan,Enacted,sub_program_level,58.42,Discretionary,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000516,517,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Oral Health,,,Operational Plan,Enacted,sub_program_level,20.25,Discretionary,Active,No,,S006,2,2026-03-08,YG,No,,,
CDC-000517,518,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Prevention Research Centers,,,Operational Plan,Enacted,sub_program_level,28.961,Discretionary,Active,No,,S006,2,2026-03-08,YG,No,,,
CDC-000518,519,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Racial and Ethnic Approach to Community Health,,,Operational Plan,Enacted,sub_program_level,68.95,Discretionary,Active,No,,S006,2,2026-03-08,YG,No,,,
CDC-000519,520,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Safe Motherhood/Infant Health,,,Operational Plan,Enacted,sub_program_level,110.5,Discretionary,Active,No,Includes increase to improve maternal health outcomes and reduce disparities.,S006,2,2026-03-08,YG,No,,,
CDC-000520,521,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,School Health,,,Operational Plan,Enacted,sub_program_level,19.4,Discretionary,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000521,522,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Social Determinants of Health,,,Operational Plan,Enacted,sub_program_level,6,Discretionary,Active,No,,S006,2,2026-03-08,YG,No,,,
CDC-000522,523,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Tobacco,,,Operational Plan,Enacted,sub_program_level,120.65,Discretionary,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000523,524,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Tobacco (PPHF),,,Operational Plan,Enacted,sub_program_level,125.85,PPHF,Active,No,,S006,1,2026-03-08,YG,No,,,
CDC-000524,525,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Cancer Prevention and Control,Breast Cancer Awareness for Young Women,,Operational Plan,Enacted,sub_program_2_level,6.96,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000525,526,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Cancer Prevention and Control,Breast and Cervical Cancer,,Operational Plan,Enacted,sub_program_2_level,235.5,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000526,527,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Cancer Prevention and Control,Cancer Registries,,Operational Plan,Enacted,sub_program_2_level,53.44,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000527,528,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Cancer Prevention and Control,Cancer Survivorship Resource Center,,Operational Plan,Enacted,sub_program_2_level,0.725,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000528,529,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Cancer Prevention and Control,Colorectal Cancer,,Operational Plan,Enacted,sub_program_2_level,44.294,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000529,530,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Cancer Prevention and Control,Comprehensive Cancer,,Operational Plan,Enacted,sub_program_2_level,22.425,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000530,531,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Cancer Prevention and Control,Johanna's Law,,Operational Plan,Enacted,sub_program_2_level,11.5,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000531,532,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Cancer Prevention and Control,Ovarian Cancer,,Operational Plan,Enacted,sub_program_2_level,15,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000532,533,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Cancer Prevention and Control,Prostate Cancer,,Operational Plan,Enacted,sub_program_2_level,15.205,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000533,534,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Cancer Prevention and Control,Skin Cancer,,Operational Plan,Enacted,sub_program_2_level,5,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000534,535,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Health Promotion,Alzheimer's Disease,,Operational Plan,Enacted,sub_program_2_level,39.5,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000535,536,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Health Promotion,Chronic Disease Education and Awareness,,Operational Plan,Enacted,sub_program_2_level,4.5,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000536,537,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Health Promotion,Chronic Kidney Disease,,Operational Plan,Enacted,sub_program_2_level,4.5,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000537,538,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Health Promotion,Excessive Alcohol Use,,Operational Plan,Enacted,sub_program_2_level,6,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000538,539,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Health Promotion,Inflammatory Bowel Disease,,Operational Plan,Enacted,sub_program_2_level,2,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000539,540,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Health Promotion,Interstitial Cystitis,,Operational Plan,Enacted,sub_program_2_level,1.1,Discretionary,Active,Subcomponent,,S006,2,2026-03-08,YG,No,,,
CDC-000540,541,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Health Promotion,Vision and Eye Health,,Operational Plan,Enacted,sub_program_2_level,6.5,Discretionary,Active,Subcomponent,FY2023 comparably adjusted to include Glaucoma per FY2024 Joint Explanatory Statement.,S006,2,2026-03-08,YG,No,,,
CDC-000541,542,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,"Nutrition, Physical Activity and Obesity",Farm to School,,Operational Plan,Enacted,sub_program_2_level,2,Discretionary,Active,Non-add,,S006,1,2026-03-08,YG,No,,,
CDC-000542,543,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,"Nutrition, Physical Activity and Obesity",High Obesity Rate Counties,,Operational Plan,Enacted,sub_program_2_level,16.5,Discretionary,Active,Non-add,,S006,1,2026-03-08,YG,No,,,
CDC-000543,544,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Racial and Ethnic Approach to Community Health,Good Health and Wellness in Indian Country,,Operational Plan,Enacted,sub_program_2_level,24,Discretionary,Active,Non-add,,S006,2,2026-03-08,YG,No,,,
CDC-000544,545,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,School Health,Food Allergies,,Operational Plan,Enacted,sub_program_2_level,2,Discretionary,Active,Non-add,,S006,1,2026-03-08,YG,No,,,
CDC-000545,546,2024,HHS,CDC,Chronic Disease Prevention and Health Promotion,Cancer Prevention and Control,Breast and Cervical Cancer,WISEWOMAN,Operational Plan,Enacted,sub_program_3_level,34.62,Discretionary,Active,Non-add,,S006,2,2026-03-08,YG,No,,,
CDC-000546,547,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",,,,Operational Plan,Enacted,program_level,206.06,Discretionary,Active,No,,S006,2,2026-03-08,YG,No,,,
CDC-000547,548,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",,,,Operational Plan,Enacted,program_level,206.06,Total,Active,No,,S006,2,2026-03-08,YG,No,,,
CDC-000548,549,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Child Health and Development,,,Operational Plan,Enacted,sub_program_level,71.3,Discretionary,Active,No,,S006,2,2026-03-08,YG,No,,,
CDC-000549,550,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Health and Development for People with Disabilities,,,Operational Plan,Enacted,sub_program_level,86.41,Discretionary,Active,No,,S006,2,2026-03-08,YG,No,,,
CDC-000550,551,2024,HHS,CDC,"Birth Defects, Developmental Disabilities, Disability and Health",Hemophilia CDC Activities,,,Operational Plan,Enacted,sub_program_level,3.5,Discretionary,Active,No,,S006,2,2026-03-08,YG,No,,,
